"age","income","gender","web_visits","purchased"
42,4713,"Female",20,1
64,4105,"Female",30,1
43,8969,"Male",23,1
32,9005,"Male",22,1
68,7176,"Female",2,1
63,3834,"Female",24,0
30,2297,"Female",11,1
21,7140,"Male",13,1
35,4878,"Female",9,1
43,9812,"Female",28,1
18,8010,"Male",30,0
55,1639,"Male",8,0
27,8779,"Male",13,0
69,7240,"Male",28,1
51,1053,"Female",17,1
58,9717,"Male",21,1
56,3765,"Male",26,1
42,1649,"Male",6,0
43,6454,"Male",24,1
44,9615,"Male",13,0
55,4411,"Male",30,0
66,7341,"Female",12,0
26,6257,"Female",16,0
67,7189,"Male",3,0
70,7766,"Female",25,0
70,4052,"Female",9,1
45,1915,"Female",0,1
47,9347,"Male",1,0
49,5750,"Male",18,0
54,7966,"Male",21,0
32,3528,"Male",6,1
70,3468,"Male",22,0
25,9257,"Male",14,0
38,4590,"Male",15,0
30,4785,"Female",8,0
49,7386,"Female",7,0
32,9217,"Male",2,0
21,5981,"Male",28,1
50,6609,"Male",3,0
22,3132,"Female",0,1
57,3284,"Male",27,0
69,6852,"Male",7,1
55,9857,"Male",12,0
68,9126,"Female",9,1
35,7314,"Female",23,1
32,9505,"Male",5,0
56,3054,"Male",23,1
37,1560,"Female",2,1
32,8758,"Female",23,0
43,7733,"Female",22,0
18,9876,"Male",7,1
23,1534,"Male",28,1
39,9518,"Male",11,0
69,3273,"Female",20,1
27,5731,"Male",21,1
36,5404,"Male",30,0
63,4929,"Male",20,1
29,8642,"Female",21,1
66,6585,"Female",17,0
40,2039,"Female",22,1
43,2141,"Male",17,0
39,4532,"Male",5,0
37,5412,"Male",18,1
69,7819,"Female",15,1
38,1334,"Male",30,1
36,1723,"Female",25,0
32,7023,"Female",30,1
68,2213,"Male",0,0
41,1643,"Female",10,1
48,4493,"Female",12,1
21,6500,"Male",12,1
45,1879,"Female",23,1
33,1467,"Female",0,0
30,3318,"Female",29,1
66,5626,"Female",29,0
61,3503,"Female",5,1
33,5652,"Male",20,0
69,4566,"Female",5,1
59,5160,"Female",6,0
35,8427,"Male",2,0
68,5856,"Female",21,0
47,6000,"Female",1,0
59,8533,"Male",28,0
39,5184,"Male",11,1
65,7275,"Female",26,0
24,5931,"Female",8,0
37,1031,"Male",10,1
28,3070,"Male",24,0
68,6253,"Male",30,0
64,3280,"Male",25,0
49,6349,"Female",5,1
65,7816,"Male",19,1
56,1415,"Female",2,0
46,7132,"Female",13,1
59,8090,"Male",23,0
19,2387,"Male",7,1
46,6514,"Male",18,1
46,6722,"Female",11,0
63,8651,"Male",11,0
50,2972,"Female",11,1
62,1162,"Male",26,1
20,2350,"Female",10,0
33,1629,"Female",21,1
26,3100,"Female",30,0
46,2687,"Female",11,0
36,1168,"Female",29,1
68,8447,"Female",3,0
69,7354,"Male",29,1
25,7263,"Male",18,1
53,6174,"Male",4,1
66,5882,"Female",22,0
49,4679,"Female",3,0
36,9017,"Male",2,1
24,1174,"Female",21,1
48,9106,"Female",10,1
39,7481,"Male",2,1
50,4781,"Female",4,0
61,5494,"Male",1,1
48,6986,"Female",9,0
40,1862,"Male",25,1
44,6748,"Female",1,0
65,9739,"Female",23,1
36,3244,"Female",21,0
65,9946,"Male",23,1
57,4200,"Male",20,1
29,5251,"Female",3,1
19,3341,"Female",18,1
28,3908,"Female",20,0
26,9243,"Male",28,0
50,3439,"Female",8,1
54,1097,"Female",19,1
54,8963,"Male",15,1
64,1106,"Female",10,0
27,6485,"Male",21,0
70,9376,"Female",12,0
51,4571,"Female",1,1
48,1395,"Female",19,1
23,4011,"Female",2,1
43,1358,"Male",5,0
29,7393,"Male",27,0
27,5900,"Male",9,1
53,7445,"Female",9,0
62,7647,"Female",15,0
41,2892,"Female",3,1
68,9455,"Male",29,1
63,1100,"Male",9,1
37,6134,"Female",26,1
31,1711,"Female",25,1
50,9697,"Female",7,0
40,4477,"Male",14,1
22,4978,"Female",26,1
38,3291,"Female",9,0
23,7220,"Male",8,0
40,9952,"Female",18,1
28,8007,"Female",14,1
41,6962,"Male",13,0
67,3013,"Female",9,0
43,5715,"Male",25,1
32,4844,"Female",28,0
49,5586,"Male",25,1
24,9406,"Male",21,0
18,7691,"Female",19,0
65,7246,"Female",14,0
65,8954,"Female",3,1
47,5806,"Male",16,0
29,1102,"Male",15,1
21,5314,"Female",23,0
64,9446,"Male",1,0
24,3194,"Female",8,0
65,6713,"Female",7,0
39,5012,"Female",29,0
36,5251,"Female",30,0
56,9185,"Male",22,1
35,7316,"Female",28,1
43,7831,"Male",24,1
42,1379,"Male",28,0
27,7182,"Male",15,1
59,3573,"Female",4,0
43,1851,"Male",30,1
48,1624,"Female",9,1
20,4100,"Female",1,1
34,1291,"Male",6,1
49,6091,"Male",2,0
47,3271,"Female",3,1
31,9937,"Male",28,1
36,4370,"Female",13,1
65,6715,"Female",3,0
62,6056,"Female",1,1
27,9672,"Female",8,0
26,8541,"Female",25,1
40,7884,"Male",13,0
34,5243,"Female",20,0
50,8422,"Female",22,1
34,2066,"Female",18,1
40,7350,"Female",1,0
21,7230,"Male",11,0
42,2788,"Female",13,0
40,6829,"Male",18,1
19,9603,"Male",5,0
50,9669,"Female",5,0
70,4108,"Female",25,1
33,5316,"Female",14,0
50,1528,"Female",5,0
38,2435,"Male",27,1
41,8970,"Male",17,1
56,2244,"Male",10,0
59,1969,"Male",25,1
47,1967,"Male",30,1
38,1090,"Male",11,1
65,7167,"Female",17,0
57,3338,"Male",11,1
35,8364,"Male",5,0
47,3494,"Female",19,0
38,3593,"Female",0,1
34,9772,"Male",23,0
55,7423,"Male",5,1
69,2275,"Male",20,1
52,8727,"Female",16,0
24,5971,"Female",17,0
38,9687,"Male",0,1
25,6908,"Male",28,1
46,8476,"Male",27,0
66,6733,"Male",9,1
54,3764,"Male",25,0
25,9652,"Male",19,0
45,4316,"Male",11,1
24,4365,"Male",6,1
38,4944,"Male",3,0
40,4978,"Male",14,1
41,3866,"Male",23,0
27,3103,"Male",16,1
68,6462,"Female",25,1
60,8452,"Female",3,0
65,1447,"Male",19,1
46,1113,"Male",17,0
41,2137,"Female",7,1
51,4587,"Female",10,0
21,5218,"Male",8,0
24,9856,"Female",13,1
57,6194,"Female",25,0
37,3791,"Male",25,1
34,6459,"Female",19,0
20,8933,"Male",2,1
58,8011,"Female",3,0
38,1309,"Male",9,1
49,4708,"Female",21,0
68,3282,"Female",26,1
56,4706,"Male",22,1
65,7441,"Female",25,0
38,9891,"Female",27,0
45,7561,"Female",3,0
24,3656,"Female",25,0
54,3907,"Female",13,0
68,5414,"Female",7,0
21,9876,"Female",23,1
64,4848,"Female",4,0
22,9960,"Male",7,0
46,1512,"Male",14,1
57,7367,"Female",2,0
60,6747,"Male",26,0
31,4306,"Female",23,0
54,2998,"Female",0,0
23,2638,"Female",13,1
29,7823,"Female",19,1
69,4744,"Male",30,1
37,9549,"Male",1,1
61,3342,"Female",4,1
47,4835,"Male",5,1
21,7775,"Male",14,1
62,6675,"Female",20,1
43,1135,"Male",16,0
58,8465,"Female",11,0
47,7527,"Male",0,0
27,8242,"Female",30,0
18,5057,"Female",22,1
27,1189,"Female",14,1
63,2580,"Female",5,1
26,9364,"Female",27,0
27,3961,"Female",30,0
21,3141,"Male",13,1
60,5598,"Female",6,1
41,8741,"Male",8,0
24,7559,"Male",21,1
31,7885,"Male",10,1
67,1561,"Female",7,1
19,6082,"Male",17,1
40,5033,"Female",27,1
57,2265,"Male",1,0
27,5218,"Male",29,1
62,4311,"Male",24,0
57,1506,"Male",4,0
18,3023,"Female",0,0
32,3725,"Female",4,0
40,7612,"Male",22,1
52,5767,"Female",26,0
67,4166,"Male",17,1
63,9443,"Female",21,0
31,2251,"Female",1,1
55,9838,"Female",11,0
48,4926,"Male",25,0
46,9540,"Female",12,1
58,8776,"Male",9,0
33,2804,"Female",16,1
56,7575,"Male",3,1
70,2916,"Female",14,0
31,2174,"Female",4,0
40,3274,"Male",6,0
37,2721,"Female",4,0
37,9724,"Male",2,1
56,8504,"Male",17,1
20,9077,"Male",7,0
19,4983,"Female",14,1
42,1613,"Female",30,0
59,7545,"Female",14,0
68,3656,"Female",13,0
41,4651,"Male",2,1
41,2608,"Female",15,1
63,9863,"Female",16,1
40,6191,"Male",14,1
25,1229,"Male",10,0
51,7484,"Male",7,1
18,7290,"Male",8,0
53,6305,"Female",10,1
40,6958,"Female",30,0
53,1845,"Male",16,0
43,3173,"Male",0,0
37,4770,"Female",6,1
20,4164,"Female",4,1
19,5843,"Male",14,1
39,3760,"Male",10,0
29,7827,"Female",29,0
67,8081,"Female",1,1
54,7631,"Female",12,0
22,2398,"Male",1,0
69,9947,"Female",22,0
36,2598,"Female",15,0
53,8260,"Female",15,1
27,6772,"Female",13,1
42,4636,"Female",4,0
20,7571,"Female",4,1
67,1543,"Female",22,1
38,9578,"Female",5,1
61,8312,"Female",20,0
65,9002,"Female",20,1
25,6904,"Female",8,1
70,4180,"Male",26,1
42,2088,"Female",7,1
38,4337,"Female",9,0
56,4579,"Female",0,0
69,2046,"Female",19,0
64,1268,"Male",19,0
60,5209,"Male",4,0
32,3633,"Male",14,1
22,1960,"Female",15,0
25,7750,"Male",23,0
53,1566,"Female",8,0
57,1242,"Male",18,0
62,1378,"Female",22,0
20,1625,"Female",22,0
23,1533,"Male",20,1
53,2587,"Male",18,1
36,7909,"Male",28,1
66,5874,"Male",29,0
48,9080,"Female",21,0
43,5310,"Male",12,0
57,5472,"Female",16,0
42,1460,"Male",29,1
36,9488,"Female",6,0
35,5338,"Female",28,1
43,9840,"Female",8,1
69,4980,"Male",17,1
60,6593,"Male",20,0
59,1323,"Male",14,0
32,4725,"Male",2,1
45,3952,"Female",26,0
57,9413,"Male",2,0
65,6301,"Male",17,0
32,4362,"Female",30,0
34,1145,"Female",18,0
61,3755,"Female",18,1
25,4412,"Female",3,0
33,1274,"Female",3,0
34,4945,"Female",21,0
51,9241,"Male",26,0
50,4835,"Female",14,0
36,4227,"Female",14,1
44,7729,"Male",11,0
39,9392,"Male",25,0
58,5301,"Male",26,1
44,5547,"Male",10,0
45,2663,"Male",19,1
51,6732,"Female",23,1
47,5677,"Male",3,0
20,9900,"Female",4,1
41,2107,"Male",6,1
18,4406,"Female",5,0
56,4691,"Female",25,0
58,3902,"Male",24,1
66,4670,"Male",1,0
43,7399,"Female",20,0
28,6708,"Female",8,1
52,8497,"Female",14,0
59,5329,"Male",2,1
34,3889,"Male",21,0
49,5115,"Male",2,0
62,2788,"Female",14,0
64,4490,"Male",1,0
59,7482,"Male",5,1
30,5041,"Female",6,1
31,6793,"Male",1,1
37,2657,"Male",12,1
23,4484,"Male",13,0
42,6490,"Female",0,0
32,2236,"Male",18,0
41,6531,"Female",18,0
48,6200,"Female",14,0
53,8067,"Female",26,1
40,4224,"Female",2,0
18,8687,"Female",26,0
43,7669,"Female",3,0
54,6357,"Male",21,1
62,9953,"Female",28,1
18,1901,"Female",30,0
30,7036,"Male",24,1
34,2657,"Female",13,0
20,9108,"Female",26,1
68,7607,"Female",6,0
33,3316,"Male",22,1
41,7751,"Female",16,1
35,2424,"Female",4,0
34,8896,"Male",20,1
50,7955,"Female",1,1
40,4198,"Male",26,0
68,1657,"Male",10,0
21,5327,"Female",13,0
27,8632,"Female",23,0
53,5612,"Male",4,0
33,4673,"Female",6,0
24,2308,"Female",13,1
23,5719,"Female",17,0
21,5597,"Male",16,1
40,3082,"Male",28,1
32,1746,"Female",10,0
52,8297,"Male",7,1
62,1038,"Female",13,0
33,4592,"Female",14,0
65,9196,"Female",15,0
55,3915,"Female",7,0
19,2410,"Female",6,1
57,3723,"Female",15,1
36,6554,"Male",4,1
41,5954,"Female",26,1
69,3455,"Female",22,1
44,4851,"Female",3,1
68,2798,"Female",9,1
52,5721,"Female",27,0
57,1879,"Female",5,0
53,7395,"Female",6,0
57,2829,"Male",17,1
30,9758,"Male",6,1
65,1120,"Female",21,0
28,6685,"Male",30,1
24,2566,"Male",21,1
70,7342,"Male",20,0
30,3874,"Female",10,0
29,2297,"Female",27,0
43,9322,"Male",14,1
37,6785,"Female",16,0
69,8633,"Female",23,0
68,4701,"Male",20,1
51,9294,"Male",3,0
50,2253,"Female",25,1
50,5399,"Female",18,1
49,1660,"Female",0,0
42,8654,"Male",23,0
54,7705,"Male",4,1
52,1862,"Female",21,1
28,7100,"Male",2,0
18,1863,"Male",12,0
50,4616,"Male",21,1
30,1166,"Male",16,0
39,8273,"Female",1,0
31,6751,"Female",24,1
45,7154,"Female",14,0
33,8740,"Male",23,0
41,3596,"Female",24,1
51,8654,"Male",19,0
49,7989,"Female",8,0
40,6283,"Male",10,0
68,3213,"Female",6,1
24,5476,"Female",13,1
55,3319,"Female",13,1
23,8966,"Female",23,1
46,7830,"Female",27,1
37,4174,"Male",26,1
47,5878,"Male",9,1
42,5741,"Female",0,1
57,2331,"Female",0,0
25,8533,"Male",17,1
63,7025,"Male",2,0
50,3037,"Female",27,1
61,9548,"Male",0,0
61,4200,"Female",18,0
63,2678,"Male",29,1
33,5219,"Female",13,1
44,5181,"Male",22,0
45,1862,"Female",24,0
45,4423,"Male",15,0
43,9907,"Female",29,0
32,7053,"Female",25,0
70,2444,"Female",27,1
62,1802,"Male",9,0
18,4327,"Female",16,0
28,1800,"Female",30,1
51,7161,"Female",21,0
59,2380,"Female",27,1
55,2833,"Male",24,0
67,3746,"Female",20,1
49,2769,"Female",18,1
50,3056,"Female",26,0
60,5244,"Female",9,1
55,4390,"Female",0,1
39,9231,"Male",22,0
62,7791,"Female",16,0
44,3582,"Female",20,0
56,1821,"Female",21,1
52,4224,"Male",7,1
46,1384,"Male",18,1
38,8011,"Male",14,1
54,7776,"Male",13,0
46,9888,"Male",0,1
28,3145,"Male",2,1
54,5688,"Female",28,1
70,7342,"Female",4,0
19,7617,"Female",24,0
30,6274,"Female",3,1
35,7013,"Female",29,0
48,2149,"Male",25,0
39,6751,"Female",18,0
40,7570,"Female",6,0
44,3353,"Male",2,1
58,2020,"Male",26,1
58,3040,"Female",29,0
18,6528,"Female",24,1
32,8267,"Male",16,0
21,4206,"Male",29,0
40,6812,"Female",16,0
60,4356,"Male",7,1
58,8774,"Female",5,0
19,3205,"Female",22,1
54,4665,"Male",8,1
26,1256,"Female",28,1
44,9954,"Female",22,0
53,3793,"Male",23,0
29,1190,"Female",25,0
19,4502,"Male",14,0
55,3664,"Male",19,1
64,8405,"Female",21,0
43,4240,"Female",26,1
33,6063,"Male",27,1
30,8928,"Female",11,0
35,8159,"Male",11,1
23,2052,"Female",30,0
62,7607,"Male",8,1
38,5564,"Male",12,0
61,7224,"Male",1,0
65,7981,"Male",20,1
36,3746,"Male",2,1
37,4471,"Female",14,1
37,1071,"Female",16,0
58,5267,"Male",28,0
31,2458,"Female",23,0
67,7360,"Male",26,1
21,8699,"Male",28,0
49,1955,"Male",20,1
34,3137,"Female",13,1
38,2146,"Male",8,1
38,6435,"Male",1,1
32,2524,"Male",7,0
53,5566,"Male",23,0
64,3616,"Male",0,0
62,5796,"Female",23,0
33,5329,"Male",8,1
67,2769,"Female",4,1
52,2450,"Female",19,0
26,6048,"Female",10,1
40,3634,"Female",12,0
62,3362,"Male",30,0
22,5772,"Male",13,1
21,9833,"Female",3,1
24,7322,"Female",21,1
69,6009,"Male",28,0
44,1045,"Female",30,1
53,6994,"Female",14,0
58,2755,"Female",2,0
53,4962,"Female",16,0
31,5854,"Male",29,1
65,3326,"Female",13,1
58,5148,"Male",3,1
33,4704,"Male",10,1
65,8608,"Male",29,1
55,8011,"Female",8,0
69,9604,"Female",17,0
25,5611,"Female",11,0
37,1408,"Female",21,1
56,7679,"Male",27,1
47,8110,"Male",18,0
57,9740,"Male",21,1
42,3930,"Female",6,0
23,9544,"Female",22,1
29,5630,"Male",19,0
62,2513,"Female",19,1
53,8957,"Female",2,1
35,5973,"Male",19,0
18,2956,"Female",30,1
32,8637,"Male",1,0
51,9859,"Male",10,1
64,2126,"Male",25,0
22,8254,"Female",13,1
65,6477,"Male",21,0
64,1973,"Male",10,1
24,9023,"Female",15,1
36,6395,"Male",22,0
44,2546,"Male",29,0
70,8287,"Female",30,1
33,1022,"Female",9,1
64,3303,"Male",3,0
26,8468,"Female",19,0
44,8987,"Female",17,0
33,8443,"Female",28,1
27,4690,"Male",27,0
62,8047,"Female",6,1
53,9815,"Female",7,0
50,5642,"Female",10,1
20,6586,"Male",3,0
38,1287,"Female",8,1
50,4476,"Female",0,0
41,8414,"Male",26,1
67,1497,"Female",19,1
23,5723,"Female",10,1
70,8009,"Female",27,0
35,3444,"Female",15,1
67,9699,"Male",15,0
62,6996,"Male",13,1
43,4601,"Female",21,1
47,8181,"Male",28,1
69,7162,"Female",1,0
48,8968,"Male",12,0
41,1744,"Female",18,0
49,6581,"Male",0,0
38,5654,"Female",5,0
67,7040,"Female",29,0
50,2828,"Female",6,1
21,9940,"Female",17,0
21,4127,"Male",3,0
43,9486,"Male",10,0
66,7388,"Female",30,1
53,6076,"Female",28,0
23,1543,"Male",11,0
25,3155,"Male",16,1
53,3606,"Male",23,1
48,9615,"Female",11,1
45,1714,"Male",23,0
60,8793,"Female",27,0
66,8050,"Male",7,1
34,1027,"Male",8,0
61,5115,"Male",23,1
33,4204,"Male",13,0
46,6598,"Female",28,0
33,9471,"Male",29,1
66,1807,"Female",14,0
38,7601,"Male",16,1
25,1953,"Male",15,0
28,9819,"Male",28,1
61,2371,"Male",1,1
34,1843,"Female",27,1
19,6670,"Male",5,0
42,1600,"Female",23,1
49,4930,"Female",22,1
26,1692,"Male",14,1
58,5408,"Male",27,0
62,1859,"Male",30,1
50,8838,"Male",25,0
27,2817,"Female",20,0
19,8852,"Male",8,0
41,4806,"Male",26,1
20,9329,"Female",0,1
46,1871,"Female",27,1
38,4139,"Male",12,1
48,3751,"Female",5,1
32,1756,"Female",20,0
66,9195,"Male",11,1
23,3176,"Female",25,0
66,6667,"Male",7,0
52,7893,"Female",12,1
63,2242,"Male",25,0
39,9627,"Male",17,0
33,5065,"Female",1,0
53,2743,"Female",25,1
40,1974,"Female",16,0
20,9254,"Male",12,1
58,1259,"Male",27,1
62,9143,"Female",22,1
27,3152,"Female",21,0
43,3872,"Male",10,0
44,8203,"Male",3,1
18,7886,"Male",25,0
46,9723,"Female",5,0
51,6000,"Female",24,0
70,3038,"Female",11,0
22,3168,"Male",25,1
59,2793,"Female",22,1
35,8487,"Male",5,1
44,9586,"Male",1,1
22,6038,"Male",0,1
25,5303,"Female",25,0
54,6123,"Female",15,1
53,9929,"Male",15,1
55,4863,"Female",5,1
54,6648,"Male",13,1
28,5902,"Female",10,0
67,1449,"Female",25,0
67,3809,"Female",4,1
34,7637,"Female",9,1
52,6572,"Male",27,0
43,4137,"Male",11,1
36,8287,"Male",30,0
41,9780,"Female",6,0
58,5149,"Male",6,0
30,7990,"Male",28,0
55,3838,"Female",3,1
25,7140,"Male",29,0
21,1406,"Male",9,0
36,8296,"Female",29,0
22,9418,"Male",6,0
47,9495,"Male",10,1
32,6237,"Male",25,0
18,3350,"Male",17,1
47,6154,"Female",15,1
50,5486,"Male",5,1
25,5568,"Male",18,0
62,8411,"Female",24,1
50,3171,"Male",19,1
23,1605,"Male",5,0
54,6058,"Female",9,0
27,6431,"Female",2,1
20,8304,"Female",23,1
58,8314,"Female",7,0
48,1327,"Female",23,0
48,1473,"Male",15,1
39,8612,"Female",17,1
68,8325,"Female",30,1
20,6373,"Female",3,1
58,1712,"Female",21,1
44,1915,"Female",30,0
57,9295,"Male",8,0
63,2167,"Male",16,0
33,7350,"Female",8,1
63,7923,"Male",14,1
21,3976,"Male",14,0
41,2735,"Male",24,1
39,5370,"Female",7,1
59,8931,"Female",9,0
28,9884,"Male",3,1
68,1174,"Male",18,0
19,7780,"Female",9,0
61,2066,"Female",0,1
48,5192,"Female",22,1
26,6643,"Female",26,0
67,2114,"Female",12,1
41,6578,"Male",2,1
42,2642,"Male",30,0
18,9194,"Female",17,1
39,1850,"Female",0,0
58,6729,"Female",17,0
69,9697,"Female",17,0
62,2777,"Male",13,0
43,9437,"Female",8,1
65,1437,"Female",7,0
34,8224,"Female",9,1
45,8121,"Female",6,1
58,1796,"Female",0,1
39,6704,"Male",15,0
20,9897,"Male",15,1
46,5534,"Male",13,0
69,9300,"Female",13,1
66,5296,"Male",21,0
32,7957,"Male",0,0
50,5473,"Male",5,1
56,9275,"Female",3,1
46,4616,"Female",4,0
31,2066,"Female",27,0
51,2189,"Male",1,0
51,2288,"Female",9,1
36,6352,"Male",19,1
42,7542,"Male",27,1
52,2640,"Male",26,0
68,2914,"Male",8,1
36,8152,"Male",26,1
57,9204,"Male",25,0
43,1238,"Female",27,0
43,6219,"Female",0,0
52,1279,"Male",22,1
51,3514,"Female",21,1
34,8075,"Male",23,0
30,2981,"Female",1,0
20,5953,"Male",19,0
37,5858,"Female",13,0
26,3211,"Male",15,0
53,4178,"Female",23,0
63,8770,"Female",22,0
67,2977,"Female",29,1
20,5158,"Male",21,1
29,6066,"Female",19,0
36,7304,"Male",14,0
42,2425,"Male",1,0
60,1933,"Female",17,1
47,2766,"Female",3,1
33,2306,"Female",14,1
57,4404,"Male",28,1
64,3522,"Male",5,0
35,1668,"Female",10,0
42,8121,"Female",9,0
56,1159,"Male",11,0
51,7625,"Male",14,1
66,2301,"Female",20,0
61,8268,"Female",26,0
70,1076,"Male",30,0
42,5633,"Male",28,0
60,6359,"Female",19,1
46,7203,"Female",30,0
48,7973,"Female",20,0
69,5418,"Female",25,0
36,8166,"Male",30,1
33,2659,"Female",16,1
67,1890,"Female",2,1
20,7665,"Female",18,0
38,2767,"Female",19,0
27,2230,"Male",4,1
62,1590,"Female",22,0
45,2898,"Female",25,0
63,2254,"Female",5,1
36,4619,"Male",16,1
31,8805,"Male",7,1
37,1965,"Female",24,1
21,8114,"Female",28,1
66,3392,"Female",9,1
59,7048,"Female",17,0
31,4026,"Female",16,0
29,7388,"Female",23,1
25,9547,"Male",5,0
52,5658,"Female",8,1
39,6496,"Male",21,0
32,2812,"Male",6,1
19,4956,"Male",20,0
24,9650,"Female",16,0
55,9912,"Male",12,0
37,2411,"Male",5,1
66,6245,"Male",1,1
19,7510,"Male",0,0
62,1099,"Male",27,1
30,8532,"Male",30,1
33,2097,"Male",12,1
25,3142,"Male",8,0
25,3053,"Male",1,0
43,3916,"Male",3,1
18,9244,"Female",27,1
33,8670,"Female",6,0
46,1209,"Female",15,0
28,1277,"Female",2,1
64,5628,"Female",6,1
70,1641,"Female",21,0
35,2188,"Female",27,0
50,2328,"Female",12,1
47,8267,"Female",18,0
64,3018,"Male",8,1
64,8533,"Female",25,1
68,1971,"Female",29,1
47,5629,"Male",26,0
20,9414,"Male",23,0
39,6023,"Female",10,1
30,1085,"Female",10,1
50,5005,"Female",20,0
62,5476,"Female",7,0
63,2331,"Male",9,0
65,1521,"Female",8,1
41,3854,"Male",22,1
47,4481,"Male",0,0
62,9680,"Female",23,0
28,7950,"Male",20,1
45,2665,"Female",23,1
36,1596,"Female",6,0
68,5368,"Male",11,1
68,1389,"Male",15,0
49,2772,"Male",1,0
64,2236,"Male",0,1
64,3329,"Female",24,0
33,8737,"Female",2,1
21,3942,"Female",24,0
48,2418,"Female",22,1
56,9700,"Male",18,0
37,5664,"Female",26,1
31,5425,"Male",5,1
58,1190,"Male",1,0
41,2582,"Male",11,1
20,8038,"Female",3,1
61,4164,"Female",26,1
60,8798,"Male",19,0
59,3798,"Female",9,1
29,1951,"Male",20,1
32,7927,"Male",21,1
46,3116,"Female",16,0
28,2676,"Female",0,0
19,9556,"Female",15,0
65,9502,"Female",13,0
60,7113,"Female",21,1
63,1501,"Female",27,1
61,5949,"Male",15,1
28,6093,"Female",24,1
38,4375,"Female",0,0
24,3157,"Male",13,1
45,1245,"Female",25,0
39,5453,"Female",13,1
63,8966,"Male",27,1
18,7027,"Female",7,1
43,6358,"Male",27,1
22,1783,"Female",10,1
23,7132,"Male",24,0
43,2753,"Female",27,0
21,5060,"Male",10,1
39,2109,"Male",4,1
39,3110,"Female",5,0
48,2890,"Male",26,0
60,4196,"Female",27,1
68,4837,"Male",23,1
48,1376,"Male",21,0
58,6162,"Male",27,1
32,1932,"Male",9,0
64,1143,"Male",12,1
66,9273,"Female",15,0
24,1213,"Male",24,0
39,3465,"Female",26,1
36,5484,"Female",15,0
41,4329,"Female",19,0
62,5146,"Male",23,0
28,4059,"Male",30,1
57,5982,"Male",7,1
29,9856,"Female",20,1
30,5210,"Female",17,1
26,2331,"Female",1,1
33,9988,"Male",17,0
38,1638,"Male",13,1
53,1885,"Male",17,1
63,6337,"Male",4,0
58,3070,"Male",1,1
51,4981,"Female",17,0
19,6763,"Female",24,1
21,6856,"Female",20,1
63,3096,"Female",23,1
64,6588,"Female",29,0
43,9072,"Male",4,1
53,4417,"Female",11,1
54,8933,"Female",7,0
58,1839,"Male",27,1
63,2453,"Male",19,0
23,3408,"Male",29,1
49,5157,"Male",8,1
55,5517,"Female",15,1
69,4388,"Female",9,0
39,8965,"Female",0,0
46,1269,"Male",22,0
51,4163,"Female",2,1
68,5067,"Female",26,1
48,9451,"Male",0,0
68,7460,"Female",4,0
50,9504,"Female",17,0
18,4623,"Male",10,0
46,1772,"Male",19,1
61,6002,"Male",13,0
29,9304,"Female",2,1
51,2610,"Male",4,1
51,4155,"Female",11,0
65,1558,"Male",18,0
50,5336,"Female",24,1
59,3382,"Female",3,1
45,2521,"Male",14,1
66,5225,"Female",29,1
27,7746,"Male",5,0
44,8664,"Female",19,1
58,5499,"Male",23,1
36,8936,"Female",16,0
62,1041,"Male",10,0
57,7257,"Male",20,1
61,7509,"Male",25,1
45,4547,"Male",12,1
70,1281,"Female",20,1
38,7077,"Female",29,1
42,3353,"Female",30,1
31,2153,"Female",15,1
26,2740,"Male",29,0
38,2789,"Female",25,1
28,2963,"Male",3,1
49,7423,"Female",1,1
45,2883,"Female",29,0
56,9535,"Male",20,1
70,2244,"Male",2,0
51,8501,"Male",8,0
65,6430,"Male",14,0
25,2930,"Male",25,1
20,7149,"Male",11,1
45,8049,"Male",14,0
28,2270,"Female",14,1
23,8044,"Male",30,0
45,8173,"Male",6,1
58,7300,"Male",26,1
50,5182,"Female",29,0
47,4762,"Female",30,1
64,2041,"Female",0,1
18,2159,"Male",7,1
27,2551,"Female",15,1
49,1668,"Female",14,0
19,9631,"Male",19,1
33,2421,"Male",22,1
36,6058,"Female",24,0
41,6699,"Male",26,1
53,3303,"Female",1,1
26,2329,"Male",4,1
48,9503,"Male",2,1
41,3785,"Female",21,1
24,1111,"Female",9,1
24,8403,"Female",27,1
66,4511,"Male",17,1
27,4753,"Male",3,1
53,5567,"Male",14,0
45,4825,"Female",28,1
23,7498,"Female",14,0
44,2187,"Female",3,1
56,3669,"Female",9,0
52,4713,"Male",7,0
64,6065,"Male",17,1
24,1057,"Male",7,0
36,7613,"Female",29,0
18,2508,"Female",1,0
70,3408,"Male",4,0
49,4479,"Female",16,0
44,8394,"Female",2,0
66,9347,"Female",25,1
37,6158,"Female",30,1
60,2284,"Female",3,1
21,9546,"Female",23,1
24,2529,"Male",17,0
29,2191,"Female",15,1
26,9564,"Female",2,1
24,1061,"Male",17,1
36,2508,"Male",1,1
50,4575,"Female",20,1
43,5446,"Female",19,0
57,8626,"Male",16,0
34,8169,"Male",19,0
36,9379,"Female",14,0
37,8327,"Female",2,1
45,2864,"Male",8,0
44,1275,"Female",21,1
52,7307,"Male",30,1
38,9374,"Male",11,1
52,4216,"Male",26,1
22,6634,"Male",19,1
69,5989,"Female",4,0
18,9798,"Female",7,0
30,5913,"Male",21,1
28,5742,"Male",3,0
69,9334,"Female",17,1
20,7485,"Female",1,1
60,3345,"Female",3,0
55,2754,"Female",9,1
